"Cannot switch into given mode ""%1""","Ne morete preklopiti v dani način ""%1""",module,Magento_Deploy
"Compilation from source: ","Prevajanje iz vira: ",module,Magento_Deploy
"Wrong deploy strategy type: %1","Napačna vrsta strategije nalaganja: %1",module,Magento_Deploy
